nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 15:10:00",190,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 15:20:00",1460,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 15:10:00",1790,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-02-28 19:10:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 15:10:00",1300,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 15:10:00",1350,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 15:10:00",2080,"Status : Siaga 2"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-01 15:20:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 15:20:00",690,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 15:20:00",1190,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 15:20:00",7120,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 15:20:00",470,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 15:20:00",350,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-01 15:10:00",2990,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 15:20:00",1370,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 15:20:00",-1890,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 15:20:00",700,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 15:20:00",1110,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 15:20:00",280,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-01 15:20:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 15:20:00",3320,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 15:20:00",170,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 15:30:00",1440,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 15:20:00",1790,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-01 15:20:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 15:20:00",1290,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 15:20:00",1340,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 15:20:00",2090,"Status : Siaga 2"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-01 15:30:00",230,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 15:30:00",670,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 15:20:00",1190,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 15:30:00",7110,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 15:30:00",470,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 15:30:00",350,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-01 15:30:00",3000,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 15:30:00",1360,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 15:30:00",-1890,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 15:30:00",690,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 15:30:00",1130,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 15:30:00",670,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-01 15:20:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 15:30:00",3320,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 15:30:00",170,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 15:40:00",1420,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 15:30:00",1790,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-01 15:20:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 15:30:00",1290,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 15:30:00",1320,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 15:20:00",2090,"Status : Siaga 2"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-01 15:40:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 15:40:00",660,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 15:40:00",1190,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 15:40:00",6770,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 15:40:00",470,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 15:40:00",350,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-01 15:40:00",3000,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 15:40:00",1360,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 15:40:00",-1900,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 15:40:00",690,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 15:40:00",1160,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 15:40:00",700,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-01 15:20:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 15:40:00",3310,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 15:40:00",170,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 15:50:00",1410,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 15:40:00",1790,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-01 15:20:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 15:40:00",1270,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 15:40:00",1300,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 15:40:00",2010,"Status : Siaga 2"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-01 15:50:00",150,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 15:40:00",660,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 15:50:00",1200,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 15:50:00",6850,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 15:50:00",490,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 15:50:00",350,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-01 15:50:00",2990,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 15:50:00",1310,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 15:50:00",-1900,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 15:50:00",690,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 15:50:00",1170,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 15:50:00",310,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-01 15:20:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 15:50:00",3310,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 15:50:00",170,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 16:00:00",1360,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 15:50:00",1790,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-01 15:50:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 15:40:00",1270,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 15:50:00",1300,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 15:50:00",1990,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-01 16:00:00",150,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 16:00:00",640,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 16:00:00",1200,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 16:00:00",6280,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 16:00:00",500,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 16:00:00",350,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-01 16:00:00",2990,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 16:00:00",1350,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 16:00:00",-1910,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 16:00:00",690,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 16:00:00",1220,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 16:00:00",710,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-01 15:20:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 16:00:00",3310,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 16:00:00",170,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 16:10:00",1350,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 16:00:00",1790,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-01 15:50:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 16:00:00",1250,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 16:00:00",1280,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 16:00:00",1980,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-01 16:10:00",130,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 16:10:00",630,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 16:10:00",1200,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 16:10:00",6940,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 16:10:00",500,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 16:10:00",360,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-01 16:10:00",2990,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 16:10:00",1300,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 16:10:00",-1920,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 16:10:00",690,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 16:10:00",1220,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 16:10:00",710,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-01 15:20:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 16:10:00",3310,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 16:10:00",170,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 16:20:00",1340,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 16:10:00",1780,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-01 15:50:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 16:10:00",1240,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 16:10:00",1280,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 16:10:00",1980,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-01 16:20:00",140,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 16:20:00",610,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 16:20:00",1200,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 16:20:00",7050,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 16:20:00",510,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 16:20:00",360,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-01 16:20:00",1020,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 16:20:00",1320,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 16:20:00",-1920,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 16:20:00",690,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 16:20:00",1250,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 16:20:00",600,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-01 15:20:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 16:20:00",3310,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 16:20:00",170,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 16:30:00",1340,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 16:20:00",1780,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-01 16:20:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 16:20:00",1230,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 16:20:00",1270,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 16:20:00",2090,"Status : Siaga 2"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-01 16:30:00",100,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 16:30:00",600,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 16:30:00",1190,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 16:30:00",7060,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 16:30:00",510,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 16:30:00",360,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-01 16:30:00",3730,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 16:30:00",1370,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 16:30:00",-1920,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 16:30:00",690,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 16:30:00",1260,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 16:30:00",250,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-01 15:20:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 16:30:00",3310,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 16:30:00",170,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 16:40:00",1340,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 16:30:00",1780,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-01 16:20:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 16:30:00",1220,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 16:20:00",1270,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 16:30:00",2020,"Status : Siaga 2"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-01 16:40:00",100,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 16:40:00",590,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 16:40:00",1180,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 16:40:00",7050,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 16:40:00",510,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 16:40:00",360,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-01 16:40:00",3760,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 16:40:00",1310,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 16:40:00",-1930,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 16:40:00",700,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 16:40:00",1290,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 16:40:00",220,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-01 15:20:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 16:40:00",3310,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 16:40:00",170,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 16:50:00",1340,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 16:40:00",1780,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-01 16:20:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 16:40:00",1220,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 16:20:00",1270,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 16:40:00",1970,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-01 16:40:00",100,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 16:50:00",590,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 16:50:00",1200,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 16:50:00",6710,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 16:50:00",500,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 16:50:00",360,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-01 16:50:00",3810,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 16:50:00",1350,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 16:50:00",-1930,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 16:50:00",710,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 16:50:00",1310,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 16:50:00",240,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-01 15:20:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 16:50:00",3300,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 16:50:00",170,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 17:00:00",1320,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 16:50:00",1770,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-01 16:20:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 16:50:00",1220,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-01 16:50:00",1280,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-01 16:50:00",1960,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-01 16:40:00",100,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-01 17:00:00",580,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-01 17:00:00",1210,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-01 17:00:00",6800,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-01 17:00:00",480,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-01 17:00:00",360,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-01 16:50:00",3810,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-01 01:30:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-01 17:00:00",1350,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-01 17:00:00",-1930,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-01 17:00:00",740,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-01 17:00:00",1310,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-01 17:00:00",580,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-01 15:20:00",750,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-01 17:00:00",3300,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-01 17:00:00",170,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-01 17:10:00",1330,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-01 17:00:00",1770,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-01 16:20:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-01 17:00:00",1210,"Status : Siaga 3"
