tanggal,waktu,nama_pintu_air,lokasi,latitude,longitude,tinggi_air,status_siaga
2019-01-24,2:50:00PM,PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,3500,Status : Normal
2019-01-24,2:50:00PM,PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,3500,Status : Normal
2019-01-24,2:50:00PM,PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,3500,Status : Normal
2019-01-24,2:50:00PM,PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,3500,Status : Normal
2019-01-24,2:50:00PM,PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,3500,Status : Normal
2019-01-24,2:50:00PM,PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,3500,Status : Normal
2019-01-24,2:50:00PM,PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,3500,Status : Normal
2019-01-24,2:50:00PM,PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,3500,Status : Normal
2019-01-24,2:50:00PM,PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,3500,Status : Normal
2019-01-24,2:50:00PM,PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,3500,Status : Normal
2019-01-24,2:50:00PM,PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,3500,Status : Normal
2019-01-24,2:50:00PM,PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,3500,Status : Normal
2019-01-24,2:50:00PM,PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,3500,Status : Normal
2019-01-24,2:50:00PM,PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,3500,Status : Normal
2019-01-24,2:50:00PM,PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,3500,Status : Normal
2019-01-24,2:50:00PM,PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,3500,Status : Normal
2019-01-24,2:50:00PM,PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,3500,Status : Normal
2019-01-24,2:50:00PM,PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,3500,Status : Normal
2019-01-24,2:50:00PM,PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,3500,Status : Normal
2019-01-24,2:50:00PM,PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,3500,Status : Normal
2019-02-01,12:00:00AM,PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,1170,Status : Normal
2019-02-01,12:00:00AM,PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,240,Status : Normal
2019-02-01,12:00:00AM,PA. Manggarai,Ciliwung,-6.207825,106.848458,6280,Status : Normal
2019-02-01,12:00:00AM,PS. Krukut Hulu,Krukut,-6.3439,106.798874,450,Status : Normal
2019-02-01,12:00:00AM,Pompa Cideng,Krukut,-6.173271,106.806351,340,Status : Normal
2019-02-01,12:00:00AM,P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,3020,Status : Normal
2019-02-01,12:00:00AM,P.A. Marina Ancol ,Laut,-6.125585,106.830154,1590,Status : Normal
2019-02-01,12:00:00AM,Pompa Pasar Ikan,Laut,-6.126132,106.809783,1560,Status : Normal
2019-02-01,12:00:00AM,P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,-1990,Status : Normal
2019-02-01,12:00:00AM,Pompa Tanjungan,Tanjungan,-6.106601,106.725045,260,Status : Normal
2019-02-01,12:00:00AM,PA. Pulo Gadung,Sunter,-6.191,106.904194,3340,Status : Normal
2019-02-01,12:50:00AM,Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,300,Status : Normal
2019-02-01,12:10:00AM,PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,1180,Status : Normal
2019-02-01,12:00:00AM,Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,1920,Status : Normal
2019-02-01,12:00:00AM,P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,1900,Status : Normal
2019-02-01,12:00:00AM,P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,1180,Status : Normal
2019-02-01,12:00:00AM,P.A. Hek,Kali Baru Timur,-6.287305,106.87063,1630,Status : Siaga 3
2019-02-01,12:10:00AM,PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,240,Status : Normal
2019-02-01,12:10:00AM,PS. Depok,Ciliwung,-6.40042,106.831524,1320,Status : Normal
2019-02-01,12:10:00AM,PA. Manggarai,Ciliwung,-6.207825,106.848458,6290,Status : Normal
2019-02-01,12:10:00AM,PS. Krukut Hulu,Krukut,-6.3439,106.798874,450,Status : Normal
2019-02-01,12:10:00AM,Pompa Cideng,Krukut,-6.173271,106.806351,340,Status : Normal
2019-02-01,12:10:00AM,P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,3020,Status : Normal
2019-02-01,12:10:00AM,P.A. Marina Ancol ,Laut,-6.125585,106.830154,1590,Status : Normal
2019-02-01,12:10:00AM,Pompa Pasar Ikan,Laut,-6.126132,106.809783,1580,Status : Normal
2019-02-01,12:00:00AM,P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,-1990,Status : Normal
2019-02-01,12:10:00AM,PS. Angke Hulu,Angke,-6.220047,106.694137,700,Status : Normal
2019-02-01,12:10:00AM,Pompa Tanjungan,Tanjungan,-6.106601,106.725045,240,Status : Normal
2019-02-01,12:10:00AM,PA. Pulo Gadung,Sunter,-6.191,106.904194,3340,Status : Normal
2019-02-01,12:50:00AM,Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,300,Status : Normal
2019-02-01,12:20:00AM,PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,1180,Status : Normal
2019-02-01,12:10:00AM,Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,1920,Status : Normal
2019-02-01,12:10:00AM,P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,1900,Status : Normal
2019-02-01,12:10:00AM,P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,1400,Status : Siaga 3
2019-02-01,12:10:00AM,P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,1180,Status : Normal
2019-02-01,12:10:00AM,P.A. Hek,Kali Baru Timur,-6.287305,106.87063,1610,Status : Siaga 3
2019-02-01,12:20:00AM,PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,240,Status : Normal
2019-02-01,12:20:00AM,PS. Depok,Ciliwung,-6.40042,106.831524,1310,Status : Normal
2019-02-01,12:20:00AM,PA. Manggarai,Ciliwung,-6.207825,106.848458,6300,Status : Normal
2019-02-01,12:20:00AM,PS. Krukut Hulu,Krukut,-6.3439,106.798874,460,Status : Normal
2019-02-01,12:20:00AM,Pompa Cideng,Krukut,-6.173271,106.806351,340,Status : Normal
2019-02-01,12:20:00AM,P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,3020,Status : Normal
2019-02-01,12:20:00AM,P.A. Marina Ancol ,Laut,-6.125585,106.830154,1600,Status : Normal
2019-02-01,12:20:00AM,Pompa Pasar Ikan,Laut,-6.126132,106.809783,1570,Status : Normal
2019-02-01,12:20:00AM,P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,-2000,Status : Normal
2019-02-01,12:20:00AM,PS. Angke Hulu,Angke,-6.220047,106.694137,700,Status : Normal
2019-02-01,12:10:00AM,Pompa Tanjungan,Tanjungan,-6.106601,106.725045,240,Status : Normal
2019-02-01,12:20:00AM,PA. Pulo Gadung,Sunter,-6.191,106.904194,3340,Status : Normal
2019-02-01,12:50:00AM,Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,300,Status : Normal
2019-02-01,12:30:00AM,PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,1190,Status : Normal
2019-02-01,12:20:00AM,Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,1910,Status : Normal
2019-02-01,12:20:00AM,P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,1900,Status : Normal
2019-02-01,12:20:00AM,P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,1400,Status : Siaga 3
2019-02-01,12:10:00AM,P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,1180,Status : Normal
2019-02-01,12:20:00AM,P.A. Hek,Kali Baru Timur,-6.287305,106.87063,1590,Status : Siaga 3
2019-02-01,12:30:00AM,PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,240,Status : Normal
2019-02-01,12:30:00AM,PS. Depok,Ciliwung,-6.40042,106.831524,1300,Status : Normal
2019-02-01,12:20:00AM,PA. Manggarai,Ciliwung,-6.207825,106.848458,6300,Status : Normal
2019-02-01,12:30:00AM,PS. Krukut Hulu,Krukut,-6.3439,106.798874,460,Status : Normal
2019-02-01,12:30:00AM,Pompa Cideng,Krukut,-6.173271,106.806351,350,Status : Normal
2019-02-01,12:30:00AM,P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,3020,Status : Normal
2019-02-01,12:30:00AM,P.A. Marina Ancol ,Laut,-6.125585,106.830154,1600,Status : Normal
2019-02-01,12:30:00AM,Pompa Pasar Ikan,Laut,-6.126132,106.809783,1600,Status : Normal
2019-02-01,12:20:00AM,P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,-2000,Status : Normal
2019-02-01,12:30:00AM,PS. Angke Hulu,Angke,-6.220047,106.694137,720,Status : Normal
2019-02-01,12:30:00AM,Pompa Tanjungan,Tanjungan,-6.106601,106.725045,560,Status : Normal
2019-02-01,12:30:00AM,PA. Pulo Gadung,Sunter,-6.191,106.904194,3340,Status : Normal
2019-02-01,12:50:00AM,Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,300,Status : Normal
2019-02-01,12:40:00AM,PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,1190,Status : Normal
2019-02-01,12:30:00AM,Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,1910,Status : Normal
2019-02-01,12:30:00AM,P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,1900,Status : Normal
2019-02-01,12:30:00AM,P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,1410,Status : Siaga 3
2019-02-01,12:30:00AM,P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,1180,Status : Normal
2019-02-01,12:30:00AM,P.A. Hek,Kali Baru Timur,-6.287305,106.87063,1590,Status : Siaga 3
2019-02-01,12:40:00AM,PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,230,Status : Normal
2019-02-01,12:40:00AM,PS. Depok,Ciliwung,-6.40042,106.831524,1300,Status : Normal
2019-02-01,12:40:00AM,PA. Manggarai,Ciliwung,-6.207825,106.848458,6300,Status : Normal
2019-02-01,12:40:00AM,PS. Krukut Hulu,Krukut,-6.3439,106.798874,460,Status : Normal
2019-02-01,12:30:00AM,Pompa Cideng,Krukut,-6.173271,106.806351,350,Status : Normal
2019-02-01,12:40:00AM,P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,3020,Status : Normal
2019-02-01,12:40:00AM,P.A. Marina Ancol ,Laut,-6.125585,106.830154,1620,Status : Normal
2019-02-01,12:40:00AM,Pompa Pasar Ikan,Laut,-6.126132,106.809783,1600,Status : Normal
2019-02-01,12:40:00AM,P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,-2010,Status : Normal
2019-02-01,12:40:00AM,PS. Angke Hulu,Angke,-6.220047,106.694137,720,Status : Normal
2019-02-01,12:40:00AM,Pompa Tanjungan,Tanjungan,-6.106601,106.725045,230,Status : Normal
2019-02-01,12:40:00AM,PA. Pulo Gadung,Sunter,-6.191,106.904194,3340,Status : Normal
2019-02-01,12:50:00AM,Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,300,Status : Normal
2019-02-01,12:50:00AM,PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,1160,Status : Normal
2019-02-01,12:40:00AM,Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,1900,Status : Normal
2019-02-01,12:40:00AM,P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,1900,Status : Normal
2019-02-01,12:40:00AM,P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,1410,Status : Siaga 3
2019-02-01,12:40:00AM,P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,1180,Status : Normal
2019-02-01,12:40:00AM,P.A. Hek,Kali Baru Timur,-6.287305,106.87063,1580,Status : Siaga 3
2019-02-01,12:50:00AM,PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,230,Status : Normal
2019-02-01,12:50:00AM,PS. Depok,Ciliwung,-6.40042,106.831524,1280,Status : Normal
2019-02-01,12:50:00AM,PA. Manggarai,Ciliwung,-6.207825,106.848458,6310,Status : Normal
2019-02-01,12:50:00AM,PS. Krukut Hulu,Krukut,-6.3439,106.798874,460,Status : Normal
2019-02-01,12:50:00AM,Pompa Cideng,Krukut,-6.173271,106.806351,350,Status : Normal
2019-02-01,12:40:00AM,P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,3020,Status : Normal
2019-02-01,12:50:00AM,P.A. Marina Ancol ,Laut,-6.125585,106.830154,1620,Status : Normal
2019-02-01,12:50:00AM,Pompa Pasar Ikan,Laut,-6.126132,106.809783,1590,Status : Normal
2019-02-01,12:50:00AM,P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,-2000,Status : Normal
2019-02-01,12:50:00AM,PS. Angke Hulu,Angke,-6.220047,106.694137,720,Status : Normal
2019-02-01,12:50:00AM,Pompa Tanjungan,Tanjungan,-6.106601,106.725045,230,Status : Normal
2019-02-01,12:50:00AM,PA. Pulo Gadung,Sunter,-6.191,106.904194,3340,Status : Normal
2019-02-01,12:50:00AM,Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,300,Status : Normal
2019-02-01,1:00:00AM,PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,1150,Status : Normal
2019-02-01,12:50:00AM,Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,1900,Status : Normal
2019-02-01,12:50:00AM,P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,1900,Status : Normal
2019-02-01,12:50:00AM,P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,1420,Status : Siaga 3
2019-02-01,12:50:00AM,P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,1180,Status : Normal
2019-02-01,12:50:00AM,P.A. Hek,Kali Baru Timur,-6.287305,106.87063,1580,Status : Siaga 3
2019-02-01,1:00:00AM,PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,230,Status : Normal
2019-02-01,1:00:00AM,PS. Depok,Ciliwung,-6.40042,106.831524,1270,Status : Normal
2019-02-01,1:00:00AM,PA. Manggarai,Ciliwung,-6.207825,106.848458,6310,Status : Normal
2019-02-01,1:00:00AM,PS. Krukut Hulu,Krukut,-6.3439,106.798874,470,Status : Normal
2019-02-01,1:00:00AM,Pompa Cideng,Krukut,-6.173271,106.806351,350,Status : Normal
2019-02-01,1:00:00AM,P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,3020,Status : Normal
2019-02-01,1:00:00AM,P.A. Marina Ancol ,Laut,-6.125585,106.830154,1630,Status : Normal
2019-02-01,1:00:00AM,Pompa Pasar Ikan,Laut,-6.126132,106.809783,1600,Status : Normal
2019-02-01,1:00:00AM,P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,-1990,Status : Normal
2019-02-01,1:00:00AM,PS. Angke Hulu,Angke,-6.220047,106.694137,720,Status : Normal
2019-02-01,1:00:00AM,Pompa Tanjungan,Tanjungan,-6.106601,106.725045,540,Status : Normal
2019-02-01,1:00:00AM,PA. Pulo Gadung,Sunter,-6.191,106.904194,3340,Status : Normal
2019-02-01,1:00:00AM,Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,280,Status : Normal
2019-02-01,1:00:00AM,PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,1150,Status : Normal
2019-02-01,1:00:00AM,Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,1890,Status : Normal
2019-02-01,1:00:00AM,P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,1900,Status : Normal
2019-02-01,1:00:00AM,P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,1420,Status : Siaga 3
2019-02-01,1:00:00AM,P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,1180,Status : Normal
2019-02-01,1:00:00AM,P.A. Hek,Kali Baru Timur,-6.287305,106.87063,1580,Status : Siaga 3
2019-02-01,1:10:00AM,PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,230,Status : Normal
2019-02-01,1:10:00AM,PS. Depok,Ciliwung,-6.40042,106.831524,470,Status : Normal
2019-02-01,1:10:00AM,PA. Manggarai,Ciliwung,-6.207825,106.848458,6280,Status : Normal
2019-02-01,1:10:00AM,PS. Krukut Hulu,Krukut,-6.3439,106.798874,90,Status : Normal
2019-02-01,1:10:00AM,Pompa Cideng,Krukut,-6.173271,106.806351,360,Status : Normal
2019-02-01,1:10:00AM,P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,3020,Status : Normal
2019-02-01,1:10:00AM,P.A. Marina Ancol ,Laut,-6.125585,106.830154,1030,Status : Normal
2019-02-01,1:10:00AM,Pompa Pasar Ikan,Laut,-6.126132,106.809783,200,Status : Normal
2019-02-01,1:10:00AM,P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,-2400,Status : Normal
2019-02-01,1:10:00AM,PS. Angke Hulu,Angke,-6.220047,106.694137,700,Status : Normal
2019-02-01,1:10:00AM,Pompa Tanjungan,Tanjungan,-6.106601,106.725045,250,Status : Normal
2019-02-01,1:10:00AM,PA. Pulo Gadung,Sunter,-6.191,106.904194,3340,Status : Normal
2019-02-01,1:10:00AM,Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,0,Status : Normal
2019-02-01,1:20:00AM,PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,1140,Status : Normal
2019-02-01,1:10:00AM,Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,1890,Status : Normal
2019-02-01,1:10:00AM,P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,1900,Status : Normal
2019-02-01,1:10:00AM,P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,1430,Status : Siaga 3
2019-02-01,1:10:00AM,P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,1180,Status : Normal
2019-02-01,1:10:00AM,P.A. Hek,Kali Baru Timur,-6.287305,106.87063,1580,Status : Siaga 3
2019-02-01,1:20:00AM,PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,230,Status : Normal
2019-02-01,1:20:00AM,PS. Depok,Ciliwung,-6.40042,106.831524,1260,Status : Normal
2019-02-01,1:20:00AM,PA. Manggarai,Ciliwung,-6.207825,106.848458,6040,Status : Normal
2019-02-01,1:20:00AM,PS. Krukut Hulu,Krukut,-6.3439,106.798874,470,Status : Normal
2019-02-01,1:20:00AM,Pompa Cideng,Krukut,-6.173271,106.806351,360,Status : Normal
2019-02-01,1:20:00AM,P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,3020,Status : Normal
2019-02-01,1:20:00AM,P.A. Marina Ancol ,Laut,-6.125585,106.830154,1650,Status : Normal
2019-02-01,1:20:00AM,Pompa Pasar Ikan,Laut,-6.126132,106.809783,1620,Status : Normal
2019-02-01,1:10:00AM,P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,-2400,Status : Normal
2019-02-01,1:20:00AM,PS. Angke Hulu,Angke,-6.220047,106.694137,700,Status : Normal
2019-02-01,1:20:00AM,Pompa Tanjungan,Tanjungan,-6.106601,106.725045,230,Status : Normal
2019-02-01,1:20:00AM,PA. Pulo Gadung,Sunter,-6.191,106.904194,3340,Status : Normal
2019-02-01,1:20:00AM,Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,260,Status : Normal
2019-02-01,1:30:00AM,PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,1140,Status : Normal
2019-02-01,1:20:00AM,Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,1890,Status : Normal
2019-02-01,1:20:00AM,P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,1900,Status : Normal
2019-02-01,1:20:00AM,P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,1440,Status : Siaga 3
2019-02-01,1:20:00AM,P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,1180,Status : Normal
2019-02-01,1:20:00AM,P.A. Hek,Kali Baru Timur,-6.287305,106.87063,1590,Status : Siaga 3
2019-02-01,1:30:00AM,PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,230,Status : Normal
2019-02-01,1:30:00AM,PS. Depok,Ciliwung,-6.40042,106.831524,1260,Status : Normal
2019-02-01,1:30:00AM,PA. Manggarai,Ciliwung,-6.207825,106.848458,6310,Status : Normal
2019-02-01,1:30:00AM,PS. Krukut Hulu,Krukut,-6.3439,106.798874,470,Status : Normal
2019-02-01,1:20:00AM,Pompa Cideng,Krukut,-6.173271,106.806351,360,Status : Normal
2019-02-01,1:30:00AM,P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,3010,Status : Normal
2019-02-01,1:30:00AM,P.A. Marina Ancol ,Laut,-6.125585,106.830154,1650,Status : Normal
2019-02-01,1:30:00AM,Pompa Pasar Ikan,Laut,-6.126132,106.809783,1620,Status : Normal
2019-02-01,1:30:00AM,P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,-2000,Status : Normal
2019-02-01,1:20:00AM,PS. Angke Hulu,Angke,-6.220047,106.694137,700,Status : Normal
2019-02-01,1:30:00AM,Pompa Tanjungan,Tanjungan,-6.106601,106.725045,230,Status : Normal
2019-02-01,1:30:00AM,PA. Pulo Gadung,Sunter,-6.191,106.904194,3340,Status : Normal
2019-02-01,1:30:00AM,Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,260,Status : Normal
2019-02-01,1:40:00AM,PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,1140,Status : Normal
2019-02-01,1:20:00AM,Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,1890,Status : Normal
2019-02-01,1:20:00AM,P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,1900,Status : Normal
2019-02-01,1:30:00AM,P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,1440,Status : Siaga 3
2019-02-01,1:30:00AM,P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,1180,Status : Normal
2019-02-01,1:30:00AM,P.A. Hek,Kali Baru Timur,-6.287305,106.87063,1670,Status : Siaga 3
2019-02-01,1:40:00AM,PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,230,Status : Normal
2019-02-01,1:40:00AM,PS. Depok,Ciliwung,-6.40042,106.831524,1250,Status : Normal
2019-02-01,1:40:00AM,PA. Manggarai,Ciliwung,-6.207825,106.848458,6310,Status : Normal
2019-02-01,1:40:00AM,PS. Krukut Hulu,Krukut,-6.3439,106.798874,470,Status : Normal
2019-02-01,1:40:00AM,Pompa Cideng,Krukut,-6.173271,106.806351,370,Status : Normal
2019-02-01,1:40:00AM,P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,3010,Status : Normal
2019-02-01,1:40:00AM,P.A. Marina Ancol ,Laut,-6.125585,106.830154,1660,Status : Normal
2019-02-01,1:40:00AM,Pompa Pasar Ikan,Laut,-6.126132,106.809783,1640,Status : Normal
2019-02-01,1:40:00AM,P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,-2000,Status : Normal
2019-02-01,1:40:00AM,PS. Angke Hulu,Angke,-6.220047,106.694137,690,Status : Normal
2019-02-01,1:40:00AM,Pompa Tanjungan,Tanjungan,-6.106601,106.725045,570,Status : Normal
2019-02-01,1:40:00AM,PA. Pulo Gadung,Sunter,-6.191,106.904194,3340,Status : Normal
2019-02-01,1:40:00AM,Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,270,Status : Normal
2019-02-01,1:50:00AM,PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,1140,Status : Normal
2019-02-01,1:40:00AM,Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,1880,Status : Normal
2019-02-01,1:40:00AM,P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,1900,Status : Normal
2019-02-01,1:40:00AM,P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,1450,Status : Siaga 3
2019-02-01,1:40:00AM,P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,1180,Status : Normal
2019-02-01,1:40:00AM,P.A. Hek,Kali Baru Timur,-6.287305,106.87063,1650,Status : Siaga 3
2019-02-01,1:50:00AM,PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,220,Status : Normal
2019-02-01,1:50:00AM,PS. Depok,Ciliwung,-6.40042,106.831524,1240,Status : Normal
2019-02-01,1:50:00AM,PA. Manggarai,Ciliwung,-6.207825,106.848458,6270,Status : Normal
2019-02-01,1:50:00AM,PS. Krukut Hulu,Krukut,-6.3439,106.798874,460,Status : Normal
2019-02-01,1:50:00AM,Pompa Cideng,Krukut,-6.173271,106.806351,370,Status : Normal
2019-02-01,1:50:00AM,P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,3010,Status : Normal
2019-02-01,1:50:00AM,P.A. Marina Ancol ,Laut,-6.125585,106.830154,1670,Status : Normal
2019-02-01,1:50:00AM,Pompa Pasar Ikan,Laut,-6.126132,106.809783,1650,Status : Normal
2019-02-01,1:50:00AM,P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,-2000,Status : Normal
2019-02-01,1:50:00AM,PS. Angke Hulu,Angke,-6.220047,106.694137,690,Status : Normal
2019-02-01,1:50:00AM,Pompa Tanjungan,Tanjungan,-6.106601,106.725045,240,Status : Normal
2019-02-01,1:50:00AM,PA. Pulo Gadung,Sunter,-6.191,106.904194,3340,Status : Normal
2019-02-01,1:50:00AM,Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,280,Status : Normal
2019-02-01,2:00:00AM,PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,1160,Status : Normal
2019-02-01,1:50:00AM,Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,1870,Status : Normal
2019-02-01,1:40:00AM,P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,1900,Status : Normal
2019-02-01,1:50:00AM,P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,1450,Status : Siaga 3
2019-02-01,1:50:00AM,P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,1180,Status : Normal
2019-02-01,1:50:00AM,P.A. Hek,Kali Baru Timur,-6.287305,106.87063,1620,Status : Siaga 3
2019-02-01,2:00:00AM,PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,220,Status : Normal
2019-02-01,2:00:00AM,PS. Depok,Ciliwung,-6.40042,106.831524,1240,Status : Normal
2019-02-01,2:00:00AM,PA. Manggarai,Ciliwung,-6.207825,106.848458,6090,Status : Normal
2019-02-01,2:00:00AM,PS. Krukut Hulu,Krukut,-6.3439,106.798874,460,Status : Normal
2019-02-01,2:00:00AM,Pompa Cideng,Krukut,-6.173271,106.806351,370,Status : Normal
2019-02-01,2:00:00AM,P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,3010,Status : Normal
2019-02-01,1:50:00AM,P.A. Marina Ancol ,Laut,-6.125585,106.830154,1670,Status : Normal
