nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-04-08 00:00:00",1250,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-04-08 23:00:13",2000,"Status : Siaga 3"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-04-08 04:40:00",370,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-04-07 17:18:58",500,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-04-08 04:40:00",4700,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-04-08 04:40:00",450,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-04-07 14:00:59",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-04-08 04:40:00",1850,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-04-08 23:00:19",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-04-08 04:40:00",1520,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-04-08 04:30:00",1650,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-04-08 04:40:00",1970,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-04-07 18:20:00",330,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-04-08 05:10:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-04-08 04:10:00",600,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-04-08 05:00:00",5960,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-04-08 23:00:00",1300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-04-08 05:10:00",350,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-04-08 05:10:00",4180,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-04-08 05:10:00",1790,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-04-08 23:00:19",2000,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-04-08 05:10:00",-1890,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-04-08 00:00:00",1250,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-04-08 23:00:13",2000,"Status : Siaga 3"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-04-08 05:10:00",460,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-04-07 17:18:58",500,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-04-08 05:10:00",4690,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-04-08 05:00:00",430,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-04-07 14:00:59",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-04-08 05:10:00",1840,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-04-08 23:00:19",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-04-08 05:00:00",1490,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-04-08 05:00:00",1620,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-04-08 05:10:00",2040,"Status : Siaga 2"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-04-07 18:20:00",330,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-04-08 05:40:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-04-08 23:00:19",1100,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-04-08 05:40:00",6420,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-04-08 23:00:00",1300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-04-08 05:40:00",360,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-04-08 05:40:00",4230,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-04-08 05:40:00",1770,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-04-08 23:00:19",2000,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-04-08 05:40:00",-1880,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-04-08 00:00:00",1250,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-04-08 23:00:13",2000,"Status : Siaga 3"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-04-08 05:40:00",380,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-04-07 17:18:58",500,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-04-08 05:40:00",4670,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-04-08 05:40:00",400,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-04-07 14:00:59",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-04-08 05:40:00",1830,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-04-08 23:00:19",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-04-08 05:40:00",1480,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-04-08 05:40:00",1630,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-04-08 05:40:00",2000,"Status : Siaga 2"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-04-07 18:20:00",330,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-04-08 06:10:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-04-08 23:00:19",1100,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-04-08 06:10:00",6590,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-04-08 23:00:00",1300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-04-08 06:10:00",370,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-04-08 06:10:00",4100,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-04-08 06:10:00",1730,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-04-08 23:00:19",2000,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-04-08 06:10:00",-1870,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-04-08 00:00:00",1250,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-04-08 23:00:13",2000,"Status : Siaga 3"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-04-08 06:10:00",470,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-04-07 17:18:58",500,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-04-08 06:10:00",4650,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-04-08 06:10:00",390,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-04-07 14:00:59",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-04-08 06:10:00",1830,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-04-08 23:00:19",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-04-08 06:10:00",1480,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-04-08 06:10:00",1600,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-04-08 06:10:00",2050,"Status : Siaga 2"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-04-07 18:20:00",330,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-04-08 06:40:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-04-08 23:00:19",1100,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-04-08 06:40:00",6430,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-04-08 23:00:00",1300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-04-08 06:40:00",390,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-04-08 06:40:00",4050,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-04-08 06:30:00",1730,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-04-08 23:00:19",2000,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-04-08 06:40:00",-1860,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-04-08 00:00:00",1250,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-04-08 23:00:13",2000,"Status : Siaga 3"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-04-08 06:40:00",370,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-04-07 17:18:58",500,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-04-08 06:40:00",4640,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-04-08 06:40:00",370,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-04-07 14:00:59",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-04-08 06:40:00",1820,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-04-08 23:00:19",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-04-08 06:40:00",1460,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-04-08 06:40:00",1580,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-04-08 06:40:00",1990,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-04-07 18:20:00",330,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-04-08 07:10:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-04-08 23:00:19",1100,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-04-08 07:10:00",6510,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-04-08 23:00:00",1300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-04-08 07:10:00",400,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-04-08 07:10:00",4050,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-04-08 06:30:00",1730,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-04-08 23:00:19",2000,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-04-08 07:10:00",-1850,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-04-08 00:00:00",1250,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-04-08 23:00:13",2000,"Status : Siaga 3"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-04-08 07:10:00",400,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-04-07 17:18:58",500,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-04-08 07:10:00",4640,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-04-08 07:10:00",350,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-04-07 14:00:59",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-04-08 07:10:00",1820,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-04-08 23:00:19",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-04-08 07:10:00",1430,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-04-08 07:10:00",1560,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-04-08 07:00:00",1980,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-04-07 18:20:00",330,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-04-08 07:40:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-04-08 23:00:19",1100,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-04-08 07:40:00",6390,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-04-08 23:00:00",1300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-04-08 07:40:00",420,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-04-08 07:40:00",4010,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-04-08 23:00:19",1920,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-04-08 23:00:19",2000,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-04-08 07:40:00",-1840,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-04-08 00:00:00",1250,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-04-08 23:00:13",2000,"Status : Siaga 3"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-04-08 07:40:00",530,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-04-07 17:18:58",500,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-04-08 07:40:00",4640,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-04-08 07:40:00",320,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-04-07 14:00:59",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-04-08 07:40:00",1820,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-04-08 23:00:19",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-04-08 07:40:00",1420,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-04-08 07:40:00",1580,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-04-08 07:20:00",1970,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-04-07 18:20:00",330,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-04-08 08:10:00",70,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-04-08 23:00:19",1100,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-04-08 08:10:00",6150,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-04-08 23:00:00",1300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-04-08 08:10:00",430,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-04-08 08:10:00",3970,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-04-08 23:00:19",1920,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-04-08 23:00:19",2000,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-04-08 08:10:00",-1900,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-04-08 00:00:00",1250,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-04-08 23:00:13",2000,"Status : Siaga 3"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-04-08 08:10:00",330,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-04-07 17:18:58",500,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-04-08 07:50:00",4640,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-04-08 08:10:00",320,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-04-07 14:00:59",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-04-08 08:00:00",1830,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-04-08 23:00:19",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-04-08 08:10:00",1420,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-04-08 08:00:00",1560,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-04-08 07:50:00",1970,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-04-07 18:20:00",330,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-04-08 08:40:00",70,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-04-08 23:00:19",1100,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-04-08 08:40:00",6150,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-04-08 23:00:00",1300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-04-08 08:40:00",450,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-04-08 08:20:00",3950,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-04-08 23:00:19",1920,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-04-08 23:00:19",2000,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-04-08 08:40:00",-1880,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-04-08 08:00:57",800,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-04-08 23:00:13",2000,"Status : Siaga 3"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-04-08 08:40:00",650,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-04-07 17:18:58",500,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-04-08 08:40:00",4640,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-04-08 08:40:00",290,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-04-07 14:00:59",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-04-08 08:40:00",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-04-08 23:00:19",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-04-08 08:40:00",1400,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-04-08 08:40:00",1530,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-04-08 07:50:00",1970,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-04-07 18:20:00",330,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-04-08 09:00:00",70,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-04-08 23:00:19",1100,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-04-08 09:10:00",6160,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-04-08 23:00:00",1300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-04-08 09:10:00",10,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-04-08 09:10:00",3860,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-04-08 23:00:19",1920,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-04-08 23:00:19",2000,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-04-08 09:10:00",-1860,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-04-08 08:00:57",800,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-04-08 23:00:13",2000,"Status : Siaga 3"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-04-08 09:10:00",440,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-04-07 17:18:58",500,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-04-08 09:10:00",4640,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-04-08 09:10:00",290,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-04-07 14:00:59",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-04-08 09:10:00",1810,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-04-08 23:00:19",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-04-08 09:10:00",1380,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-04-08 09:50:00",1520,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-04-08 09:10:00",2030,"Status : Siaga 2"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-04-07 18:20:00",330,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-04-08 09:40:00",70,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-04-08 23:00:19",1100,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-04-08 09:40:00",5890,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-04-08 23:00:00",1300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-04-08 09:40:00",-180,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-04-08 09:40:00",3850,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-04-08 23:00:19",1920,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-04-08 23:00:19",2000,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-04-08 09:30:00",-1840,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-04-08 09:00:49",750,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-04-08 23:00:13",2000,"Status : Siaga 3"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-04-08 09:40:00",460,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-04-07 17:18:58",500,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-04-08 09:40:00",4640,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-04-08 09:40:00",300,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-04-07 14:00:59",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-04-08 09:40:00",1830,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-04-08 23:00:19",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-04-08 09:40:00",1370,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-04-08 09:50:00",1520,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-04-08 09:20:00",1990,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-04-07 18:20:00",330,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-04-08 10:10:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-04-08 23:00:19",1100,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-04-08 10:10:00",5870,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-04-08 23:00:00",1300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-04-08 10:10:00",100,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-04-08 10:00:00",3810,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-04-08 23:00:19",1920,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-04-08 23:00:19",2000,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-04-08 10:00:00",-1840,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-04-08 09:00:49",750,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-04-08 23:00:13",2000,"Status : Siaga 3"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-04-08 10:10:00",480,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-04-08 10:00:36",800,"Status : Normal"
